edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 0), (0, 2), (0, 2), (3, 1), (1, 0), (0, 2), (0, 2), (1, 1), (0, 0), (1, 3), (3, 2), (0, 3), (0, 0), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'parent_in_law_of', 'mother_of', 'child_in_law_of', 'son_of', 'grandmother_of', 'sister_in_law_of', 'no_sons', 'no_daughters', 'grandchild_of', 'grandson_of', 'spouse_of', 'no_sisters', 'is_male']","(3, 3)","['is_male', 'no_daughters']",22
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 0), (0, 2), (0, 2), (3, 1), (1, 0), (0, 2), (0, 2), (1, 1), (0, 0), (1, 3), (3, 2), (0, 3), (0, 0), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'parent_in_law_of', 'mother_of', 'child_in_law_of', 'son_of', 'grandmother_of', 'sister_in_law_of', 'no_sons', 'no_daughters', 'grandchild_of', 'grandson_of', 'spouse_of', 'no_sisters', 'is_male']","(2, 3)","['grandparent_of', 'grandchild_of', 'grandson_of', 'grandfather_of', 'child_of', 'son_of']",22
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 0), (0, 2), (0, 2), (3, 1), (1, 0), (0, 2), (0, 2), (1, 1), (0, 0), (1, 3), (3, 2), (0, 3), (0, 0), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'parent_in_law_of', 'mother_of', 'child_in_law_of', 'son_of', 'grandmother_of', 'sister_in_law_of', 'no_sons', 'no_daughters', 'grandchild_of', 'grandson_of', 'spouse_of', 'no_sisters', 'is_male']","(0, 1)","['grandparent_of', 'child_of', 'mother_of', 'daughter_of', 'parent_of', 'grandmother_of', 'paternal_grandparent_of']",22
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 0), (0, 2), (0, 2), (3, 1), (1, 0), (0, 2), (0, 2), (1, 1), (0, 0), (1, 3), (3, 2), (0, 3), (0, 0), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'parent_in_law_of', 'mother_of', 'child_in_law_of', 'son_of', 'grandmother_of', 'sister_in_law_of', 'no_sons', 'no_daughters', 'grandchild_of', 'grandson_of', 'spouse_of', 'no_sisters', 'is_male']","(3, 0)","['grandparent_of', 'husband_of', 'grandfather_of', 'spouse_of', 'paternal_grandparent_of']",22
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 0), (0, 2), (0, 2), (3, 1), (1, 0), (0, 2), (0, 2), (1, 1), (0, 0), (1, 3), (3, 2), (0, 3), (0, 0), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'parent_in_law_of', 'mother_of', 'child_in_law_of', 'son_of', 'grandmother_of', 'sister_in_law_of', 'no_sons', 'no_daughters', 'grandchild_of', 'grandson_of', 'spouse_of', 'no_sisters', 'is_male']","(0, 3)","['spouse_of', 'wife_of', 'grandchild_of', 'granddaughter_of']",22
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(0, 0)","['grandparent_of', 'grandfather_of', 'father_of', 'maternal_grandfather_of', 'grandchild_of', 'aunt_or_uncle_of', 'nephew_of', 'nibling_of', 'parent_of', 'is_male', 'grandson_of', 'child_of', 'uncle_of', 'son_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(2, 0)","['grandparent_of', 'nibling_of', 'aunt_or_uncle_of', 'parent_of', 'sister_of', 'grandchild_of', 'granddaughter_of', 'aunt_of', 'sibling_of', 'niece_of', 'child_of', 'grandmother_of', 'daughter_of', 'paternal_aunt_of', 'mother_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(0, 3)","['parent_in_law_of', 'nibling_of', 'nephew_of', 'father_in_law_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(1, 0)","['maternal_grandparent_of', 'paternal_grandfather_of', 'granddaughter_of', 'grandchild_of', 'nibling_of', 'sister_of', 'niece_of', 'aunt_of', 'daughter_of', 'sibling_of', 'aunt_or_uncle_of', 'child_of', 'paternal_aunt_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(0, 2)","['parent_of', 'grandson_of', 'child_of', 'uncle_of', 'nibling_of', 'father_of', 'grandparent_of', 'aunt_or_uncle_of', 'grandchild_of', 'son_of', 'grandfather_of', 'sibling_of', 'brother_of', 'nephew_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(3, 1)","['aunt_or_uncle_of', 'child_in_law_of', 'maternal_aunt_or_uncle_of', 'son_in_law_of', 'uncle_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(0, 1)","['sibling_of', 'father_of', 'aunt_or_uncle_of', 'nephew_of', 'grandparent_of', 'uncle_of', 'nibling_of', 'grandfather_of', 'parent_of', 'brother_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(2, 2)","['daughter_of', 'nibling_of', 'grandchild_of', 'mother_of', 'parent_of', 'paternal_aunt_of', 'niece_of', 'aunt_of', 'granddaughter_of', 'is_female', 'grandparent_of', 'child_of', 'grandmother_of', 'aunt_or_uncle_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(3, 2)","['maternal_aunt_or_uncle_of', 'uncle_of', 'aunt_or_uncle_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(1, 2)","['child_of', 'sister_of', 'paternal_aunt_of', 'aunt_or_uncle_of', 'daughter_of', 'aunt_of', 'sibling_of', 'granddaughter_of', 'maternal_grandparent_of', 'grandchild_of', 'nibling_of', 'niece_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(3, 0)","['child_in_law_of', 'maternal_aunt_or_uncle_of', 'aunt_or_uncle_of', 'uncle_of', 'son_in_law_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(2, 1)","['parent_of', 'grandparent_of', 'mother_of', 'sibling_of', 'paternal_aunt_of', 'grandmother_of', 'nibling_of', 'aunt_or_uncle_of', 'aunt_of', 'sister_of', 'niece_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(1, 1)","['is_female', 'no_daughters', 'aunt_of', 'aunt_or_uncle_of', 'maternal_grandparent_of', 'niece_of', 'paternal_aunt_of', 'nibling_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(1, 3)","['parent_in_law_of', 'niece_of', 'mother_in_law_of', 'nibling_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(2, 3)","['niece_of', 'nibling_of']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 3), (3, 3), (1, 1), (3, 3), (0, 1), (0, 1), (2, 3), (2, 1), (0, 3), (3, 3), (0, 2), (3, 3), (1, 0), (1, 1), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'parent_in_law_of', 'is_male', 'is_female', 'no_sons', 'sibling_of', 'father_of', 'niece_of', 'parent_of', 'parent_in_law_of', 'no_daughters', 'parent_of', 'no_brothers', 'maternal_grandparent_of', 'no_daughters', 'paternal_grandfather_of']","(3, 3)","['is_male', 'no_sons', 'no_daughters', 'no_brothers', 'no_children']",23
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(5, 5)","['no_daughters', 'is_male', 'son_of', 'paternal_grandparent_of', 'parent_of', 'grandchild_of', 'grandparent_of', 'father_of', 'grandson_of', 'no_sisters', 'grandfather_of', 'child_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(1, 4)","['father_of', 'maternal_aunt_or_uncle_of', 'uncle_of', 'grandfather_of', 'son_of', 'grandparent_of', 'aunt_or_uncle_of', 'parent_of', 'child_of', 'paternal_grandparent_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(0, 1)","['daughter_in_law_of', 'maternal_aunt_of', 'child_in_law_of', 'aunt_or_uncle_of', 'grandparent_of', 'aunt_of', 'grandmother_of', 'paternal_grandparent_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(4, 1)","['nephew_of', 'child_of', 'grandchild_of', 'parent_of', 'nibling_of', 'father_of', 'grandson_of', 'son_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(5, 3)","['child_of', 'nephew_of', 'paternal_grandparent_of', 'nibling_of', 'grandparent_of', 'son_of', 'paternal_aunt_or_uncle_of', 'grandson_of', 'grandfather_of', 'grandchild_of', 'uncle_of', 'aunt_or_uncle_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(0, 3)","['paternal_grandparent_of', 'daughter_in_law_of', 'aunt_of', 'aunt_or_uncle_of', 'child_in_law_of', 'grandparent_of', 'grandmother_of', 'maternal_aunt_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(3, 5)","['aunt_of', 'grandchild_of', 'parent_of', 'granddaughter_of', 'aunt_or_uncle_of', 'nibling_of', 'maternal_aunt_of', 'niece_of', 'mother_of', 'grandparent_of', 'grandmother_of', 'paternal_aunt_or_uncle_of', 'paternal_grandparent_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(3, 3)","['is_female', 'no_sisters', 'grandparent_of', 'aunt_of', 'aunt_or_uncle_of', 'paternal_grandparent_of', 'granddaughter_of', 'nibling_of', 'no_daughters', 'grandchild_of', 'niece_of', 'maternal_aunt_of', 'grandmother_of', 'paternal_aunt_or_uncle_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(0, 4)","['mother_of', 'maternal_aunt_of', 'paternal_grandparent_of', 'aunt_of', 'grandparent_of', 'aunt_or_uncle_of', 'parent_of', 'grandmother_of', 'sister_in_law_of', 'sibling_in_law_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(5, 1)","['nephew_of', 'paternal_grandparent_of', 'paternal_aunt_or_uncle_of', 'aunt_or_uncle_of', 'grandchild_of', 'nibling_of', 'child_of', 'grandson_of', 'grandfather_of', 'uncle_of', 'son_of', 'grandparent_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(0, 5)","['wife_of', 'daughter_in_law_of', 'aunt_of', 'aunt_or_uncle_of', 'maternal_aunt_of', 'parent_of', 'spouse_of', 'grandparent_of', 'paternal_grandparent_of', 'child_in_law_of', 'grandmother_of', 'mother_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (3, 1), (0, 5), (1, 1), (5, 3), (0, 5), (5, 5), (1, 5), (1, 2), (2, 2), (2, 3), (1, 3), (3, 1), (1, 1), (3, 3), (0, 5), (2, 0), (4, 3), (0, 0), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'maternal_uncle_of', 'aunt_of', 'wife_of', 'is_male', 'child_of', 'daughter_in_law_of', 'no_daughters', 'father_of', 'parent_in_law_of', 'is_female', 'aunt_or_uncle_of', 'sibling_of', 'sibling_in_law_of', 'no_brothers', 'is_female', 'aunt_of', 'sibling_of', 'father_of', 'is_female', 'no_sisters']","(3, 1)","['aunt_of', 'sibling_in_law_of', 'aunt_or_uncle_of', 'maternal_aunt_of', 'sibling_of', 'grandparent_of', 'sister_of', 'granddaughter_of', 'sister_in_law_of', 'paternal_grandparent_of', 'paternal_aunt_or_uncle_of', 'grandchild_of', 'grandmother_of']",24
