edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 4), (5, 3), (2, 1), (6, 3), (2, 1), (3, 7), (3, 1), (5, 2), (4, 4), (2, 2), (0, 2), (1, 5), (4, 6), (2, 0), (4, 4), (4, 5), (1, 6), (4, 3), (2, 2), (3, 5), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_of', 'child_in_law_of', 'niece_of', 'school_mates_with', 'child_of', 'living_in', 'living_in_same_place', 'grandmother_of', 'no_sons', 'is_underage', 'son_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'father_of', 'paternal_grandfather_of', 'sibling_in_law_of', 'no_daughters', 'sister_of', 'is_underage', 'no_brothers']","(1, 0)",['living_in_same_place'],17
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 2), (0, 3), (1, 3), (1, 0), (5, 3), (5, 4), (5, 6), (5, 3), (4, 4), (4, 2), (3, 3), (0, 0), (4, 2), (2, 2), (5, 3), (1, 1), (3, 5), (4, 1), (6, 5), (2, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'school_mates_with', 'son_of', 'living_in_same_place', 'sister_of', 'husband_of', 'living_in_same_place', 'living_in', 'grandparent_of', 'is_underage', 'son_in_law_of', 'is_male', 'no_sons', 'school_mates_with', 'is_female', 'father_in_law_of', 'no_sisters', 'parent_in_law_of', 'sibling_in_law_of', 'maternal_aunt_or_uncle_of', 'daughter_in_law_of', 'no_daughters']","(3, 3)","['is_male', 'sibling_in_law_of', 'father_in_law_of', 'nephew_of', 'father_of', 'grandson_of', 'grandparent_of', 'parent_of', 'child_of', 'grandchild_of', 'parent_in_law_of', 'nibling_of', 'grandfather_of', 'uncle_of', 'aunt_or_uncle_of', 'son_of', 'brother_in_law_of', 'child_in_law_of', 'son_in_law_of']",12
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (6, 1), (1, 0), (4, 6), (3, 1), (5, 6), (6, 3), (4, 2), (0, 4), (4, 4), (3, 1), (0, 0), (6, 1), (1, 2), (4, 6), (4, 2), (0, 4), (2, 3), (1, 1), (4, 1), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_in_law_of', 'granddaughter_of', 'grandparent_of', 'brother_in_law_of', 'nephew_of', 'living_in_same_place', 'niece_of', 'spouse_of', 'no_sons', 'father_of', 'is_male', 'son_in_law_of', 'parent_of', 'colleague_of', 'child_of', 'father_of', 'uncle_of', 'no_daughters', 'living_in_same_place', 'living_in_same_place']","(1, 0)","['granddaughter_of', 'grandchild_of']",7
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 1), (3, 0), (3, 0), (2, 3), (0, 6), (2, 5), (6, 6), (3, 0), (3, 6), (6, 2), (3, 7), (2, 3), (0, 1), (4, 0), (5, 0), (6, 3), (0, 6), (3, 2), (1, 5), (3, 5), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_of', 'grandfather_of', 'colleague_of', 'sister_in_law_of', 'sister_of', 'mother_in_law_of', 'is_male', 'child_of', 'parent_in_law_of', 'brother_of', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'spouse_of', 'living_in_same_place', 'brother_of', 'grandmother_of', 'parent_of', 'is_male']","(1, 4)",['living_in_same_place'],47
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (6, 1), (1, 0), (4, 6), (3, 1), (5, 6), (6, 3), (4, 2), (0, 4), (4, 4), (3, 1), (0, 0), (6, 1), (1, 2), (4, 6), (4, 2), (0, 4), (2, 3), (1, 1), (4, 1), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_in_law_of', 'granddaughter_of', 'grandparent_of', 'brother_in_law_of', 'nephew_of', 'living_in_same_place', 'niece_of', 'spouse_of', 'no_sons', 'father_of', 'is_male', 'son_in_law_of', 'parent_of', 'colleague_of', 'child_of', 'father_of', 'uncle_of', 'no_daughters', 'living_in_same_place', 'living_in_same_place']","(6, 0)","['grandchild_of', 'grandson_of']",7
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 1), (2, 2), (1, 1), (2, 3), (3, 0), (2, 0), (1, 4), (0, 0), (3, 3), (1, 0), (0, 0), (0, 0), (0, 2), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_of', 'no_daughters', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'child_of', 'living_in', 'is_female', 'is_underage', 'father_in_law_of', 'no_daughters', 'no_sisters', 'aunt_of', 'no_brothers']","(1, 3)",['living_in_same_place'],11
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (1, 2), (1, 2), (0, 2), (1, 0), (3, 2), (3, 0), (0, 1), (0, 0), (3, 3), (3, 0), (3, 4), (2, 2), (2, 2), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_in_law_of', 'colleague_of', 'living_in_same_place', 'grandchild_of', 'living_in_same_place', 'spouse_of', 'brother_in_law_of', 'no_daughters', 'is_female', 'aunt_of', 'living_in', 'is_male', 'no_sons', 'no_brothers']","(0, 4)",['living_in'],36
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 6), (2, 0), (1, 2), (3, 1), (1, 4), (5, 0), (5, 4), (0, 3), (3, 3), (0, 3), (0, 5), (2, 1), (1, 5), (4, 5), (1, 0), (5, 0), (0, 0), (2, 1), (2, 3), (4, 4), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'son_of', 'is_male', 'nibling_of', 'nephew_of', 'son_in_law_of', 'sibling_of', 'grandmother_of', 'sibling_of', 'son_of', 'no_daughters', 'brother_in_law_of', 'father_of', 'no_sons', 'son_of']","(2, 1)","['son_in_law_of', 'brother_in_law_of', 'living_in_same_place', 'paternal_grandparent_of', 'grandparent_of', 'parent_of', 'father_of', 'sibling_in_law_of', 'grandfather_of', 'child_in_law_of']",44
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 6), (6, 1), (1, 4), (1, 6), (4, 7), (1, 0), (4, 5), (2, 0), (5, 4), (5, 5), (6, 3), (2, 1), (4, 4), (5, 5), (2, 4), (3, 2), (5, 0), (5, 5), (6, 3), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'mother_in_law_of', 'grandson_of', 'living_in_same_place', 'living_in', 'living_in_same_place', 'uncle_of', 'living_in_same_place', 'daughter_of', 'is_underage', 'living_in_same_place', 'husband_of', 'no_sons', 'no_sons', 'parent_in_law_of', 'sister_in_law_of', 'child_of', 'no_daughters', 'sister_in_law_of', 'sibling_of']","(4, 1)","['living_in_same_place', 'maternal_grandparent_of', 'grandparent_of', 'grandfather_of']",9
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (3, 6), (2, 5), (3, 2), (0, 2), (3, 5), (0, 4), (4, 1), (3, 1), (5, 5), (0, 5), (2, 5), (3, 3), (3, 1), (3, 4), (2, 3), (3, 3), (1, 4), (3, 2), (1, 5), (4, 3), (1, 1), (5, 5), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'brother_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'grandparent_of', 'is_female', 'sister_in_law_of', 'parent_in_law_of', 'no_sons', 'spouse_of', 'brother_of', 'parent_of', 'no_sisters', 'son_in_law_of', 'uncle_of', 'son_in_law_of', 'grandson_of', 'no_brothers', 'no_brothers', 'no_brothers']","(4, 3)","['grandson_of', 'grandparent_of', 'grandfather_of', 'parent_of', 'nibling_of', 'brother_of', 'paternal_grandparent_of', 'nephew_of', 'living_in_same_place', 'grandchild_of', 'sibling_of', 'father_of']",51
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 3), (4, 0), (5, 3), (3, 4), (5, 1), (2, 3), (3, 4), (3, 1), (2, 3), (4, 0), (1, 1), (0, 0), (2, 2), (4, 5), (5, 4), (3, 3), (1, 5), (2, 2), (0, 2), (0, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_in_law_of', 'niece_of', 'husband_of', 'mother_in_law_of', 'sibling_in_law_of', 'child_in_law_of', 'grandparent_of', 'grandmother_of', 'son_of', 'parent_of', 'is_female', 'no_sisters', 'is_underage', 'aunt_or_uncle_of', 'living_in_same_place', 'no_daughters', 'living_in_same_place', 'no_daughters', 'living_in_same_place', 'sibling_in_law_of']","(0, 0)","['no_sisters', 'is_male']",21
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 2), (0, 3), (1, 3), (1, 0), (5, 3), (5, 4), (5, 6), (5, 3), (4, 4), (4, 2), (3, 3), (0, 0), (4, 2), (2, 2), (5, 3), (1, 1), (3, 5), (4, 1), (6, 5), (2, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'school_mates_with', 'son_of', 'living_in_same_place', 'sister_of', 'husband_of', 'living_in_same_place', 'living_in', 'grandparent_of', 'is_underage', 'son_in_law_of', 'is_male', 'no_sons', 'school_mates_with', 'is_female', 'father_in_law_of', 'no_sisters', 'parent_in_law_of', 'sibling_in_law_of', 'maternal_aunt_or_uncle_of', 'daughter_in_law_of', 'no_daughters']","(4, 0)","['school_mates_with', 'living_in_same_place']",12
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 4), (0, 6), (6, 6), (5, 1), (4, 6), (2, 5), (1, 6), (1, 5), (0, 6), (3, 2), (4, 3), (1, 7), (2, 0), (1, 1), (4, 0), (0, 0), (2, 2), (6, 6), (0, 0), (3, 6), (6, 5), (1, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_in_law_of', 'aunt_of', 'is_male', 'living_in_same_place', 'grandson_of', 'colleague_of', 'living_in_same_place', 'daughter_of', 'living_in_same_place', 'colleague_of', 'living_in_same_place', 'living_in', 'brother_in_law_of', 'is_underage', 'sibling_of', 'is_underage', 'no_sisters', 'no_daughters', 'no_sisters', 'wife_of', 'child_in_law_of', 'aunt_of']","(4, 0)","['sibling_of', 'living_in_same_place', 'brother_of']",58
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 1), (5, 6), (1, 5), (0, 4), (5, 0), (4, 0), (1, 4), (6, 6), (5, 0), (1, 5), (4, 4), (6, 6), (5, 6), (1, 0), (1, 4), (6, 5), (3, 1), (3, 3), (2, 1), (1, 3), (2, 4), (1, 7)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'niece_of', 'sister_of', 'grandson_of', 'sibling_in_law_of', 'daughter_of', 'niece_of', 'is_male', 'spouse_of', 'living_in_same_place', 'no_brothers', 'no_sisters', 'grandmother_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'sister_of', 'no_brothers', 'living_in_same_place', 'living_in_same_place', 'sister_of', 'living_in']","(2, 1)","['living_in_same_place', 'niece_of', 'nibling_of']",41
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 1), (4, 6), (6, 5), (1, 0), (2, 4), (0, 5), (2, 6), (4, 0), (5, 4), (4, 4), (0, 4), (1, 1), (3, 6), (3, 4), (3, 2), (2, 1), (2, 0), (3, 3), (1, 3), (3, 0), (3, 4), (0, 7)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sister_of', 'grandparent_of', 'sister_in_law_of', 'niece_of', 'sibling_of', 'son_in_law_of', 'sister_of', 'child_of', 'mother_of', 'no_brothers', 'brother_in_law_of', 'is_underage', 'daughter_of', 'grandmother_of', 'wife_of', 'living_in_same_place', 'child_in_law_of', 'no_daughters', 'maternal_grandmother_of', 'living_in_same_place', 'maternal_grandmother_of', 'living_in']","(1, 6)","['niece_of', 'child_of', 'maternal_aunt_of', 'maternal_aunt_or_uncle_of', 'daughter_of', 'nibling_of', 'sibling_of', 'grandchild_of', 'granddaughter_of', 'aunt_of', 'living_in_same_place', 'aunt_or_uncle_of', 'sister_of']",53
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (3, 5), (0, 2), (5, 0), (5, 5), (2, 5), (5, 5), (4, 5), (4, 5), (0, 2), (1, 4), (4, 0), (1, 3), (5, 1), (2, 1), (1, 1), (1, 0), (2, 0), (4, 5), (4, 3), (3, 5), (1, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'wife_of', 'granddaughter_of', 'grandparent_of', 'is_female', 'uncle_of', 'no_daughters', 'nephew_of', 'spouse_of', 'grandparent_of', 'sibling_in_law_of', 'aunt_or_uncle_of', 'wife_of', 'living_in_same_place', 'parent_of', 'no_brothers', 'wife_of', 'maternal_grandmother_of', 'living_in_same_place', 'living_in_same_place', 'grandchild_of', 'living_in']","(1, 5)","['sibling_of', 'sister_of', 'living_in_same_place']",45
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 6), (2, 0), (1, 2), (3, 1), (1, 4), (5, 0), (5, 4), (0, 3), (3, 3), (0, 3), (0, 5), (2, 1), (1, 5), (4, 5), (1, 0), (5, 0), (0, 0), (2, 1), (2, 3), (4, 4), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'son_of', 'is_male', 'nibling_of', 'nephew_of', 'son_in_law_of', 'sibling_of', 'grandmother_of', 'sibling_of', 'son_of', 'no_daughters', 'brother_in_law_of', 'father_of', 'no_sons', 'son_of']","(1, 2)","['living_in_same_place', 'son_of', 'grandson_of', 'sibling_in_law_of', 'grandchild_of', 'father_in_law_of', 'brother_in_law_of', 'child_of', 'parent_in_law_of']",44
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (3, 4), (4, 3), (4, 3), (0, 4), (4, 3), (0, 0), (0, 0), (0, 1), (5, 4), (3, 2), (1, 1), (0, 0), (4, 2), (5, 1), (2, 1), (1, 2), (0, 3), (0, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'grandfather_of', 'brother_of', 'child_of', 'living_in_same_place', 'no_sisters', 'is_male', 'child_of', 'grandfather_of', 'grandchild_of', 'is_female', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'father_in_law_of', 'wife_of', 'son_of', 'living_in']","(2, 2)","['grandparent_of', 'no_daughters', 'parent_of', 'child_of', 'uncle_of', 'father_of', 'no_sisters', 'grandfather_of', 'paternal_aunt_or_uncle_of', 'nephew_of', 'is_male', 'aunt_or_uncle_of', 'paternal_grandparent_of', 'nibling_of', 'grandchild_of', 'son_of', 'grandson_of']",48
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 3), (4, 2), (2, 5), (3, 4), (5, 2), (3, 0), (1, 4), (4, 1), (3, 5), (3, 6), (6, 7), (1, 2), (2, 3), (5, 5), (2, 6), (5, 5), (4, 6), (3, 3), (5, 5), (4, 1), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'sister_of', 'grandmother_of', 'school_mates_with', 'aunt_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in', 'grandchild_of', 'sibling_of', 'no_daughters', 'grandson_of', 'no_sisters', 'sibling_of', 'no_sisters', 'no_brothers', 'child_of', 'no_sisters']","(0, 1)",['living_in_same_place'],35
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 2), (0, 3), (1, 0), (5, 1), (3, 3), (1, 2), (2, 2), (3, 2), (5, 1), (2, 5), (3, 2), (0, 0), (4, 1), (3, 6), (5, 5), (2, 2), (4, 5), (2, 1), (5, 5), (2, 1), (4, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nibling_of', 'daughter_of', 'sibling_of', 'school_mates_with', 'no_sons', 'grandchild_of', 'is_male', 'daughter_of', 'nephew_of', 'father_of', 'daughter_in_law_of', 'is_underage', 'living_in_same_place', 'living_in', 'no_brothers', 'no_sisters', 'mother_of', 'nephew_of', 'no_sons', 'brother_in_law_of', 'sibling_of']","(5, 2)","['child_of', 'son_of', 'grandson_of', 'grandchild_of', 'living_in_same_place']",15
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 3), (1, 2), (2, 2), (1, 1), (5, 4), (1, 3), (2, 0), (0, 5), (0, 4), (5, 0), (4, 0), (0, 3), (0, 2), (5, 3), (2, 1), (5, 5), (5, 4), (4, 0), (1, 1), (7, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'mother_of', 'daughter_of', 'no_sons', 'is_underage', 'grandson_of', 'living_in_same_place', 'living_in_same_place', 'niece_of', 'spouse_of', 'living_in_same_place', 'living_in_same_place', 'wife_of', 'parent_of', 'brother_in_law_of', 'sister_of', 'no_sisters', 'paternal_grandmother_of', 'child_in_law_of', 'no_sons', 'maternal_aunt_or_uncle_of']","(2, 6)",['Not_living_in'],39
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 3), (4, 2), (2, 5), (3, 4), (5, 2), (3, 0), (1, 4), (4, 1), (3, 5), (3, 6), (6, 7), (1, 2), (2, 3), (5, 5), (2, 6), (5, 5), (4, 6), (3, 3), (5, 5), (4, 1), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'sister_of', 'grandmother_of', 'school_mates_with', 'aunt_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in', 'grandchild_of', 'sibling_of', 'no_daughters', 'grandson_of', 'no_sisters', 'sibling_of', 'no_sisters', 'no_brothers', 'child_of', 'no_sisters']","(3, 7)",['living_in'],35
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 1), (2, 3), (3, 4), (4, 2), (4, 6), (5, 0), (5, 4), (0, 5), (4, 0), (3, 0), (3, 0), (2, 4), (5, 1), (5, 5), (1, 1), (3, 3), (1, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'father_in_law_of', 'living_in_same_place', 'brother_of', 'living_in', 'brother_of', 'living_in_same_place', 'aunt_or_uncle_of', 'spouse_of', 'living_in_same_place', 'grandchild_of', 'living_in_same_place', 'child_of', 'is_underage', 'is_male', 'is_female', 'father_in_law_of', 'no_daughters']","(5, 5)","['is_underage', 'is_male']",5
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 1), (2, 3), (3, 4), (4, 2), (4, 6), (5, 0), (5, 4), (0, 5), (4, 0), (3, 0), (3, 0), (2, 4), (5, 1), (5, 5), (1, 1), (3, 3), (1, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'father_in_law_of', 'living_in_same_place', 'brother_of', 'living_in', 'brother_of', 'living_in_same_place', 'aunt_or_uncle_of', 'spouse_of', 'living_in_same_place', 'grandchild_of', 'living_in_same_place', 'child_of', 'is_underage', 'is_male', 'is_female', 'father_in_law_of', 'no_daughters']","(3, 1)","['daughter_in_law_of', 'child_in_law_of', 'living_in_same_place']",5
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (4, 1), (1, 5), (2, 4), (2, 1), (4, 1), (3, 1), (0, 3), (4, 4), (2, 4), (0, 2), (3, 0), (0, 3), (0, 0), (0, 3), (0, 2), (2, 0), (0, 0), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in', 'nephew_of', 'living_in_same_place', 'daughter_in_law_of', 'living_in_same_place', 'living_in_same_place', 'no_sisters', 'child_in_law_of', 'child_of', 'grandson_of', 'mother_in_law_of', 'no_brothers', 'aunt_or_uncle_of', 'grandchild_of', 'child_of', 'no_daughters', 'aunt_of']","(4, 0)",['living_in_same_place'],30
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (1, 3), (4, 4), (0, 4), (5, 4), (1, 6), (5, 0), (2, 5), (3, 3), (5, 5), (5, 4), (1, 0), (2, 4), (2, 0), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'school_mates_with', 'no_sons', 'daughter_of', 'daughter_in_law_of', 'living_in', 'paternal_grandmother_of', 'father_of', 'is_male', 'is_underage', 'aunt_of', 'daughter_of', 'living_in_same_place', 'spouse_of', 'maternal_aunt_or_uncle_of']","(1, 3)","['school_mates_with', 'living_in_same_place']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 1), (2, 3), (3, 4), (4, 2), (4, 6), (5, 0), (5, 4), (0, 5), (4, 0), (3, 0), (3, 0), (2, 4), (5, 1), (5, 5), (1, 1), (3, 3), (1, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'father_in_law_of', 'living_in_same_place', 'brother_of', 'living_in', 'brother_of', 'living_in_same_place', 'aunt_or_uncle_of', 'spouse_of', 'living_in_same_place', 'grandchild_of', 'living_in_same_place', 'child_of', 'is_underage', 'is_male', 'is_female', 'father_in_law_of', 'no_daughters']","(3, 4)","['living_in_same_place', 'granddaughter_of', 'grandchild_of']",5
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 4), (5, 3), (2, 1), (6, 3), (2, 1), (3, 7), (3, 1), (5, 2), (4, 4), (2, 2), (0, 2), (1, 5), (4, 6), (2, 0), (4, 4), (4, 5), (1, 6), (4, 3), (2, 2), (3, 5), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_of', 'child_in_law_of', 'niece_of', 'school_mates_with', 'child_of', 'living_in', 'living_in_same_place', 'grandmother_of', 'no_sons', 'is_underage', 'son_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'father_of', 'paternal_grandfather_of', 'sibling_in_law_of', 'no_daughters', 'sister_of', 'is_underage', 'no_brothers']","(6, 1)",['living_in_same_place'],17
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (6, 0), (0, 4), (4, 3), (0, 4), (3, 0), (3, 3), (2, 5), (4, 3), (2, 3), (4, 4), (0, 3), (4, 1), (3, 7), (3, 2), (6, 5), (4, 6), (3, 3), (5, 2), (2, 2), (0, 2), (2, 5), (1, 1), (0, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sister_in_law_of', 'father_of', 'father_of', 'nephew_of', 'aunt_of', 'is_underage', 'school_mates_with', 'son_in_law_of', 'living_in_same_place', 'no_sisters', 'living_in_same_place', 'living_in_same_place', 'living_in', 'sister_in_law_of', 'living_in_same_place', 'father_of', 'no_brothers', 'brother_in_law_of', 'no_sons', 'son_in_law_of', 'brother_of', 'is_underage', 'child_of']","(6, 0)","['sister_in_law_of', 'parent_of', 'grandchild_of', 'granddaughter_of', 'mother_of', 'sibling_in_law_of', 'living_in_same_place']",54
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 1), (2, 3), (3, 4), (4, 2), (4, 6), (5, 0), (5, 4), (0, 5), (4, 0), (3, 0), (3, 0), (2, 4), (5, 1), (5, 5), (1, 1), (3, 3), (1, 3), (0, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'father_in_law_of', 'living_in_same_place', 'brother_of', 'living_in', 'brother_of', 'living_in_same_place', 'aunt_or_uncle_of', 'spouse_of', 'living_in_same_place', 'grandchild_of', 'living_in_same_place', 'child_of', 'is_underage', 'is_male', 'is_female', 'father_in_law_of', 'no_daughters']","(4, 3)","['paternal_grandparent_of', 'living_in_same_place', 'grandparent_of', 'grandfather_of']",5
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 1), (2, 0), (3, 2), (3, 3), (0, 0), (1, 3), (0, 0), (2, 4), (0, 0), (2, 4), (3, 3), (3, 1), (1, 0), (2, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'brother_of', 'spouse_of', 'no_daughters', 'is_male', 'spouse_of', 'is_underage', 'living_in', 'no_daughters', 'paternal_aunt_or_uncle_of', 'no_brothers', 'niece_of', 'parent_in_law_of', 'paternal_grandmother_of']","(3, 0)","['parent_of', 'grandparent_of', 'maternal_aunt_or_uncle_of', 'aunt_of', 'aunt_or_uncle_of', 'sibling_in_law_of', 'sister_in_law_of', 'paternal_grandparent_of', 'mother_of', 'living_in_same_place', 'maternal_aunt_of', 'grandmother_of']",26
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (6, 1), (1, 0), (4, 6), (3, 1), (5, 6), (6, 3), (4, 2), (0, 4), (4, 4), (3, 1), (0, 0), (6, 1), (1, 2), (4, 6), (4, 2), (0, 4), (2, 3), (1, 1), (4, 1), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_in_law_of', 'granddaughter_of', 'grandparent_of', 'brother_in_law_of', 'nephew_of', 'living_in_same_place', 'niece_of', 'spouse_of', 'no_sons', 'father_of', 'is_male', 'son_in_law_of', 'parent_of', 'colleague_of', 'child_of', 'father_of', 'uncle_of', 'no_daughters', 'living_in_same_place', 'living_in_same_place']","(5, 5)",['is_male'],7
